Files already downloaded and verified
Files already downloaded and verified
[(0, 25), (1, 25), (2, 25), (3, 25)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 14.4s | Train: skip eval | Valid: time=  6.3s loss=3.137, TAw acc= 12.6% | *
| Epoch   2, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=13.996, TAw acc= 37.4% | *
| Epoch   3, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=13.748, TAw acc= 40.9% | *
| Epoch   4, time= 17.4s | Train: skip eval | Valid: time=  6.6s loss=13.930, TAw acc= 39.1% |
| Epoch   5, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=13.798, TAw acc= 42.7% |
| Epoch   6, time= 17.4s | Train: skip eval | Valid: time=  6.5s loss=13.543, TAw acc= 44.7% | *
| Epoch   7, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=13.830, TAw acc= 42.4% |
| Epoch   8, time= 17.5s | Train: skip eval | Valid: time=  6.5s loss=14.126, TAw acc= 39.4% |
| Epoch   9, time= 17.4s | Train: skip eval | Valid: time=  6.6s loss=14.917, TAw acc= 34.9% |
| Epoch  10, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=13.409, TAw acc= 44.6% | *
| Epoch  11, time= 17.5s | Train: skip eval | Valid: time=  6.5s loss=13.366, TAw acc= 46.3% | *
| Epoch  12, time= 17.5s | Train: skip eval | Valid: time=  6.7s loss=13.365, TAw acc= 46.5% | *
| Epoch  13, time= 17.4s | Train: skip eval | Valid: time=  6.5s loss=13.297, TAw acc= 48.3% | *
| Epoch  14, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=13.358, TAw acc= 48.2% |
| Epoch  15, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=13.308, TAw acc= 47.6% |
| Epoch  16, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=13.277, TAw acc= 47.4% | *
| Epoch  17, time= 17.1s | Train: skip eval | Valid: time=  6.5s loss=13.199, TAw acc= 49.0% | *
| Epoch  18, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=13.257, TAw acc= 48.8% |
| Epoch  19, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=13.281, TAw acc= 50.2% |
| Epoch  20, time= 17.2s | Train: skip eval | Valid: time=  6.4s loss=13.290, TAw acc= 49.8% |
| Epoch  21, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=13.547, TAw acc= 48.8% |
| Epoch  22, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=13.426, TAw acc= 48.8% | lr=3.3e-02
| Epoch  23, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=13.063, TAw acc= 49.8% | *
| Epoch  24, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=13.060, TAw acc= 50.0% | *
| Epoch  25, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=13.048, TAw acc= 50.6% | *
| Epoch  26, time= 17.4s | Train: skip eval | Valid: time=  6.5s loss=13.066, TAw acc= 51.8% |
| Epoch  27, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=13.107, TAw acc= 49.0% |
| Epoch  28, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=13.033, TAw acc= 51.7% | *
| Epoch  29, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.990, TAw acc= 50.8% | *
| Epoch  30, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=13.028, TAw acc= 50.7% |
| Epoch  31, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=13.011, TAw acc= 51.3% |
| Epoch  32, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.961, TAw acc= 52.2% | *
| Epoch  33, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.985, TAw acc= 52.2% |
| Epoch  34, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.994, TAw acc= 52.5% |
| Epoch  35, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=16.325, TAw acc= 27.8% |
| Epoch  36, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=15.622, TAw acc= 34.6% |
| Epoch  37, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=15.343, TAw acc= 37.0% | lr=1.1e-02
| Epoch  38, time= 17.3s | Train: skip eval | Valid: time=  6.4s loss=12.973, TAw acc= 51.9% |
| Epoch  39, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.935, TAw acc= 52.4% | *
| Epoch  40, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.942, TAw acc= 52.1% |
| Epoch  41, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.961, TAw acc= 52.7% |
| Epoch  42, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.947, TAw acc= 52.6% |
| Epoch  43, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.948, TAw acc= 52.1% |
| Epoch  44, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.953, TAw acc= 53.5% | lr=3.7e-03
| Epoch  45, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.927, TAw acc= 53.0% | *
| Epoch  46, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.933, TAw acc= 52.2% |
| Epoch  47, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.936, TAw acc= 52.2% |
| Epoch  48, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=12.915, TAw acc= 52.4% | *
| Epoch  49, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.916, TAw acc= 52.6% |
| Epoch  50, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.926, TAw acc= 53.3% |
| Epoch  51, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.897, TAw acc= 53.0% | *
| Epoch  52, time= 17.1s | Train: skip eval | Valid: time=  6.6s loss=12.924, TAw acc= 53.1% |
| Epoch  53, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.914, TAw acc= 52.9% |
| Epoch  54, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.915, TAw acc= 52.7% |
| Epoch  55, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.902, TAw acc= 52.5% |
| Epoch  56, time= 17.4s | Train: skip eval | Valid: time=  6.6s loss=12.920, TAw acc= 52.5% | lr=1.2e-03
| Epoch  57, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=12.942, TAw acc= 52.8% |
| Epoch  58, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.917, TAw acc= 53.2% |
| Epoch  59, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.908, TAw acc= 53.4% |
| Epoch  60, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.913, TAw acc= 53.1% |
| Epoch  61, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.926, TAw acc= 52.3% | lr=4.1e-04
| Epoch  62, time= 17.4s | Train: skip eval | Valid: time=  6.6s loss=12.913, TAw acc= 53.0% |
| Epoch  63, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.910, TAw acc= 52.7% |
| Epoch  64, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=12.919, TAw acc= 53.1% |
| Epoch  65, time= 17.3s | Train: skip eval | Valid: time=  6.5s loss=12.921, TAw acc= 52.7% |
| Epoch  66, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=12.916, TAw acc= 53.1% | lr=1.4e-04
| Epoch  67, time= 17.2s | Train: skip eval | Valid: time=  6.5s loss=12.923, TAw acc= 53.3% |
| Epoch  68, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.921, TAw acc= 53.8% |
| Epoch  69, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.928, TAw acc= 53.0% |
| Epoch  70, time= 17.3s | Train: skip eval | Valid: time=  6.6s loss=12.918, TAw acc= 53.4% |
| Epoch  71, time= 17.2s | Train: skip eval | Valid: time=  6.6s loss=12.925, TAw acc= 52.7% | lr=4.6e-05
| Selected 5000 train exemplars, time=  0.3s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=2.680 | TAw acc= 54.4%, forg= -0.3%| TAg acc= 47.1%, forg=  7.0% <<<
>>> Test on task  1 : loss=13.258 | TAw acc= 50.0%, forg=  0.0%| TAg acc= 36.8%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_icarl
************************************************************************************************************
Task  2
************************************************************************************************************
| Epoch   1, time= 20.5s | Train: skip eval | Valid: time=  6.5s loss=28.112, TAw acc= 25.6% | *
| Epoch   2, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=25.663, TAw acc= 37.8% | *
| Epoch   3, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=25.179, TAw acc= 38.2% | *
| Epoch   4, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.877, TAw acc= 41.0% | *
| Epoch   5, time= 20.7s | Train: skip eval | Valid: time=  6.7s loss=27.456, TAw acc= 32.0% |
| Epoch   6, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=25.428, TAw acc= 39.8% |
| Epoch   7, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=25.144, TAw acc= 40.2% |
| Epoch   8, time= 20.8s | Train: skip eval | Valid: time=  6.7s loss=25.066, TAw acc= 42.9% |
| Epoch   9, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.754, TAw acc= 42.8% | *
| Epoch  10, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=25.079, TAw acc= 41.3% |
| Epoch  11, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.639, TAw acc= 44.2% | *
| Epoch  12, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.724, TAw acc= 44.6% |
| Epoch  13, time= 20.6s | Train: skip eval | Valid: time=  6.7s loss=24.573, TAw acc= 44.2% | *
| Epoch  14, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.444, TAw acc= 46.9% | *
| Epoch  15, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.572, TAw acc= 45.4% |
| Epoch  16, time= 20.5s | Train: skip eval | Valid: time=  6.5s loss=24.444, TAw acc= 45.8% | *
| Epoch  17, time= 20.4s | Train: skip eval | Valid: time=  6.6s loss=24.746, TAw acc= 45.0% |
| Epoch  18, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.321, TAw acc= 47.4% | *
| Epoch  19, time= 20.7s | Train: skip eval | Valid: time=  6.6s loss=24.422, TAw acc= 45.9% |
| Epoch  20, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.312, TAw acc= 47.8% | *
| Epoch  21, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.285, TAw acc= 47.3% | *
| Epoch  22, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.414, TAw acc= 47.3% |
| Epoch  23, time= 20.7s | Train: skip eval | Valid: time=  6.7s loss=24.426, TAw acc= 46.9% |
| Epoch  24, time= 20.7s | Train: skip eval | Valid: time=  6.6s loss=24.384, TAw acc= 47.1% |
| Epoch  25, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.465, TAw acc= 47.3% |
| Epoch  26, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.466, TAw acc= 46.2% | lr=3.3e-02
| Epoch  27, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.106, TAw acc= 48.1% | *
| Epoch  28, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.176, TAw acc= 47.3% |
| Epoch  29, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.177, TAw acc= 49.0% |
| Epoch  30, time= 20.6s | Train: skip eval | Valid: time=  6.5s loss=24.085, TAw acc= 49.2% | *
| Epoch  31, time= 20.7s | Train: skip eval | Valid: time=  6.6s loss=24.115, TAw acc= 50.2% |
| Epoch  32, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.052, TAw acc= 49.0% | *
| Epoch  33, time= 20.5s | Train: skip eval | Valid: time=  6.5s loss=24.034, TAw acc= 50.0% | *
| Epoch  34, time= 20.4s | Train: skip eval | Valid: time=  6.6s loss=24.050, TAw acc= 49.8% |
| Epoch  35, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.022, TAw acc= 48.6% | *
| Epoch  36, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.055, TAw acc= 48.8% |
| Epoch  37, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.032, TAw acc= 48.7% |
| Epoch  38, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.006, TAw acc= 49.5% | *
| Epoch  39, time= 20.6s | Train: skip eval | Valid: time=  6.5s loss=24.750, TAw acc= 47.5% |
| Epoch  40, time= 20.7s | Train: skip eval | Valid: time=  6.6s loss=24.047, TAw acc= 50.3% |
| Epoch  41, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.021, TAw acc= 49.8% |
| Epoch  42, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.000, TAw acc= 50.4% | *
| Epoch  43, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.042, TAw acc= 50.6% |
| Epoch  44, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.016, TAw acc= 49.4% |
| Epoch  45, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=24.013, TAw acc= 50.6% |
| Epoch  46, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=25.605, TAw acc= 42.8% |
| Epoch  47, time= 20.5s | Train: skip eval | Valid: time=  6.5s loss=24.870, TAw acc= 44.6% | lr=1.1e-02
| Epoch  48, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=23.990, TAw acc= 50.2% | *
| Epoch  49, time= 20.5s | Train: skip eval | Valid: time=  6.5s loss=24.020, TAw acc= 49.4% |
| Epoch  50, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=23.967, TAw acc= 50.3% | *
| Epoch  51, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=23.952, TAw acc= 49.9% | *
| Epoch  52, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.984, TAw acc= 50.6% |
| Epoch  53, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=24.188, TAw acc= 49.0% |
| Epoch  54, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.987, TAw acc= 50.4% |
| Epoch  55, time= 20.7s | Train: skip eval | Valid: time=  6.7s loss=23.961, TAw acc= 49.8% |
| Epoch  56, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.955, TAw acc= 50.0% | lr=3.7e-03
| Epoch  57, time= 20.6s | Train: skip eval | Valid: time=  6.7s loss=23.962, TAw acc= 49.6% |
| Epoch  58, time= 20.7s | Train: skip eval | Valid: time=  6.5s loss=23.974, TAw acc= 50.1% |
| Epoch  59, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=23.944, TAw acc= 50.3% | *
| Epoch  60, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.953, TAw acc= 50.2% |
| Epoch  61, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.960, TAw acc= 49.8% |
| Epoch  62, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.950, TAw acc= 49.9% |
| Epoch  63, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.932, TAw acc= 50.2% | *
| Epoch  64, time= 20.5s | Train: skip eval | Valid: time=  6.7s loss=23.928, TAw acc= 50.5% | *
| Epoch  65, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.950, TAw acc= 50.2% |
| Epoch  66, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.926, TAw acc= 49.9% | *
| Epoch  67, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.935, TAw acc= 50.2% |
| Epoch  68, time= 20.7s | Train: skip eval | Valid: time=  6.7s loss=23.912, TAw acc= 50.6% | *
| Epoch  69, time= 20.6s | Train: skip eval | Valid: time=  6.7s loss=23.930, TAw acc= 50.8% |
| Epoch  70, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.945, TAw acc= 50.6% |
| Epoch  71, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.935, TAw acc= 50.2% |
| Epoch  72, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.925, TAw acc= 50.2% |
