Files already downloaded and verified
Files already downloaded and verified
[(0, 25), (1, 25), (2, 25), (3, 25)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 12.0s | Train: skip eval | Valid: time=  6.3s loss=2.612, TAw acc= 24.4% | *
| Epoch  20, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.425, TAw acc= 59.4% | *
| Epoch  21, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.377, TAw acc= 59.4% | *
| Epoch  22, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.602, TAw acc= 59.7% |
| Epoch  23, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.399, TAw acc= 62.1% |
| Epoch  24, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=12.958, TAw acc= 54.6% |
| Epoch  25, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.475, TAw acc= 59.6% |
| Epoch  26, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.729, TAw acc= 58.6% | lr=3.3e-02
| Epoch  27, time= 13.1s | Train: skip eval | Valid: time=  6.6s loss=11.173, TAw acc= 62.4% | *
| Epoch  28, time= 13.2s | Train: skip eval | Valid: time=  6.5s loss=11.157, TAw acc= 61.9% | *
| Epoch  29, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.163, TAw acc= 62.7% |
| Epoch  30, time= 13.1s | Train: skip eval | Valid: time=  6.5s loss=11.150, TAw acc= 61.7% | *
| Epoch  31, time= 13.1s | Train: skip eval | Valid: time=  6.5s loss=11.139, TAw acc= 62.2% | *
| Epoch  32, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.188, TAw acc= 62.4% |
| Epoch  33, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.165, TAw acc= 62.3% |
| Epoch  34, time= 13.1s | Train: skip eval | Valid: time=  6.5s loss=11.138, TAw acc= 62.6% | *
| Epoch  35, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.165, TAw acc= 62.7% |
| Epoch  36, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.135, TAw acc= 64.0% | *
| Epoch  37, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.200, TAw acc= 62.2% |
| Epoch  38, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.160, TAw acc= 62.9% |
| Epoch  39, time= 13.2s | Train: skip eval | Valid: time=  6.5s loss=11.203, TAw acc= 62.1% |
| Epoch  40, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.127, TAw acc= 63.9% | *
| Epoch  41, time= 13.2s | Train: skip eval | Valid: time=  6.5s loss=11.144, TAw acc= 64.3% |
| Epoch  42, time= 13.1s | Train: skip eval | Valid: time=  6.5s loss=11.145, TAw acc= 63.4% |
| Epoch  43, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.557, TAw acc= 61.8% |
| Epoch  44, time= 13.1s | Train: skip eval | Valid: time=  6.5s loss=11.180, TAw acc= 63.2% |
| Epoch  45, time= 13.3s | Train: skip eval | Valid: time=  6.5s loss=11.143, TAw acc= 63.6% | lr=1.1e-02
| Epoch  46, time= 13.1s | Train: skip eval | Valid: time=  6.5s loss=11.082, TAw acc= 64.6% | *
| Epoch  47, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.089, TAw acc= 65.0% |
| Epoch  48, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.092, TAw acc= 64.1% |
| Epoch  49, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.068, TAw acc= 63.9% | *
| Epoch  50, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.080, TAw acc= 64.1% |
| Epoch  51, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.072, TAw acc= 63.8% |
| Epoch  52, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.073, TAw acc= 65.0% |
| Epoch  53, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.058, TAw acc= 63.5% | *
| Epoch  54, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.068, TAw acc= 64.5% |
| Epoch  55, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.059, TAw acc= 64.2% |
| Epoch  56, time= 13.1s | Train: skip eval | Valid: time=  6.5s loss=11.086, TAw acc= 64.3% |
| Epoch  57, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.126, TAw acc= 63.9% |
| Epoch  58, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.077, TAw acc= 64.8% | lr=3.7e-03
| Epoch  59, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.061, TAw acc= 64.2% |
| Epoch  60, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.039, TAw acc= 64.6% | *
| Epoch  61, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.031, TAw acc= 65.2% | *
| Epoch  62, time= 13.4s | Train: skip eval | Valid: time=  6.4s loss=11.061, TAw acc= 64.4% |
| Epoch  63, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.049, TAw acc= 64.7% |
| Epoch  64, time= 13.2s | Train: skip eval | Valid: time=  6.5s loss=11.065, TAw acc= 64.2% |
| Epoch  65, time= 13.2s | Train: skip eval | Valid: time=  6.6s loss=11.060, TAw acc= 64.9% |
| Epoch  66, time= 13.2s | Train: skip eval | Valid: time=  6.6s loss=11.081, TAw acc= 63.4% | lr=1.2e-03
| Epoch  67, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.042, TAw acc= 64.5% |
| Epoch  68, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.071, TAw acc= 64.5% |
| Epoch  69, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.074, TAw acc= 64.6% |
| Epoch  70, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.056, TAw acc= 65.0% |
| Epoch  71, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.058, TAw acc= 63.8% | lr=4.1e-04
| Epoch  72, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.067, TAw acc= 64.2% |
| Epoch  73, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.069, TAw acc= 64.4% |
| Epoch  74, time= 13.2s | Train: skip eval | Valid: time=  6.6s loss=11.059, TAw acc= 63.9% |
| Epoch  75, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.041, TAw acc= 64.5% |
| Epoch  76, time= 13.2s | Train: skip eval | Valid: time=  6.5s loss=11.050, TAw acc= 64.8% | lr=1.4e-04
| Epoch  77, time= 13.1s | Train: skip eval | Valid: time=  6.4s loss=11.053, TAw acc= 65.0% |
| Epoch  78, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.082, TAw acc= 64.2% |
| Epoch  79, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.065, TAw acc= 64.2% |
| Epoch  80, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.076, TAw acc= 63.8% |
| Epoch  81, time= 13.2s | Train: skip eval | Valid: time=  6.4s loss=11.068, TAw acc= 64.5% | lr=4.6e-05
| Selected 5000 train exemplars, time=  0.4s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=2.374 | TAw acc= 59.5%, forg= -0.2%| TAg acc= 51.2%, forg=  8.1% <<<
>>> Test on task  1 : loss=11.069 | TAw acc= 60.2%, forg=  0.0%| TAg acc= 48.2%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_icarl
************************************************************************************************************
Task  2
************************************************************************************************************
| Epoch   1, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=21.839, TAw acc= 44.3% | *
| Epoch   2, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=24.829, TAw acc= 45.2% |
| Epoch   3, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=21.476, TAw acc= 52.6% | *
| Epoch   4, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=21.108, TAw acc= 54.2% | *
| Epoch   5, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=21.045, TAw acc= 51.4% | *
| Epoch   6, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=21.244, TAw acc= 51.4% |
| Epoch   7, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=21.206, TAw acc= 52.6% |
| Epoch   8, time= 15.8s | Train: skip eval | Valid: time=  6.6s loss=21.080, TAw acc= 54.6% |
| Epoch   9, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=21.279, TAw acc= 52.8% |
| Epoch  10, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.978, TAw acc= 54.8% | *
| Epoch  11, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=21.686, TAw acc= 53.3% |
| Epoch  12, time= 15.5s | Train: skip eval | Valid: time=  6.6s loss=20.881, TAw acc= 55.4% | *
| Epoch  13, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.959, TAw acc= 53.3% |
| Epoch  14, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.920, TAw acc= 55.8% |
| Epoch  15, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=21.310, TAw acc= 55.2% |
| Epoch  16, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=21.061, TAw acc= 56.1% |
| Epoch  17, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.827, TAw acc= 54.6% | *
| Epoch  18, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.906, TAw acc= 57.9% |
| Epoch  19, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.883, TAw acc= 56.7% |
| Epoch  20, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.814, TAw acc= 59.3% | *
| Epoch  21, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.869, TAw acc= 59.4% |
| Epoch  22, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.964, TAw acc= 57.0% |
| Epoch  23, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.744, TAw acc= 57.7% | *
| Epoch  24, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.867, TAw acc= 55.8% |
| Epoch  25, time= 15.6s | Train: skip eval | Valid: time=  6.4s loss=20.889, TAw acc= 58.7% |
| Epoch  26, time= 15.4s | Train: skip eval | Valid: time=  6.5s loss=20.863, TAw acc= 59.9% |
| Epoch  27, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.754, TAw acc= 57.0% |
| Epoch  28, time= 15.5s | Train: skip eval | Valid: time=  6.4s loss=20.746, TAw acc= 58.0% | lr=3.3e-02
| Epoch  29, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.487, TAw acc= 59.2% | *
| Epoch  30, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.419, TAw acc= 59.8% | *
| Epoch  31, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.392, TAw acc= 59.4% | *
| Epoch  32, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.401, TAw acc= 58.9% |
| Epoch  33, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.378, TAw acc= 58.6% | *
| Epoch  34, time= 15.8s | Train: skip eval | Valid: time=  6.4s loss=20.389, TAw acc= 60.4% |
| Epoch  35, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.371, TAw acc= 58.1% | *
| Epoch  36, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.355, TAw acc= 60.1% | *
| Epoch  37, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.334, TAw acc= 60.3% | *
| Epoch  38, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.333, TAw acc= 59.7% | *
| Epoch  39, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.371, TAw acc= 58.6% |
| Epoch  40, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.318, TAw acc= 59.1% | *
| Epoch  41, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.369, TAw acc= 59.5% |
| Epoch  42, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.436, TAw acc= 59.8% |
| Epoch  43, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.383, TAw acc= 60.3% |
| Epoch  44, time= 15.6s | Train: skip eval | Valid: time=  6.6s loss=20.362, TAw acc= 60.2% |
| Epoch  45, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.409, TAw acc= 59.5% | lr=1.1e-02
| Epoch  46, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.292, TAw acc= 59.7% | *
| Epoch  47, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.279, TAw acc= 60.2% | *
| Epoch  48, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.266, TAw acc= 59.8% | *
| Epoch  49, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.333, TAw acc= 60.0% |
| Epoch  50, time= 15.6s | Train: skip eval | Valid: time=  7.3s loss=20.271, TAw acc= 59.2% |
| Epoch  51, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.269, TAw acc= 60.2% |
| Epoch  52, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.279, TAw acc= 59.8% |
| Epoch  53, time= 15.8s | Train: skip eval | Valid: time=  6.5s loss=20.266, TAw acc= 60.2% | *
| Epoch  54, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.258, TAw acc= 59.6% | *
| Epoch  55, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.281, TAw acc= 59.9% |
| Epoch  56, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.279, TAw acc= 59.9% |
| Epoch  57, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.272, TAw acc= 58.8% |
| Epoch  58, time= 15.4s | Train: skip eval | Valid: time=  6.5s loss=20.259, TAw acc= 60.9% |
| Epoch  59, time= 15.6s | Train: skip eval | Valid: time=  6.6s loss=20.302, TAw acc= 60.1% | lr=3.7e-03
| Epoch  60, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.259, TAw acc= 59.8% |
| Epoch  61, time= 15.6s | Train: skip eval | Valid: time=  6.4s loss=20.271, TAw acc= 59.3% |
| Epoch  62, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.258, TAw acc= 60.0% | *
| Epoch  63, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.270, TAw acc= 59.4% |
| Epoch  64, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.274, TAw acc= 59.4% |
| Epoch  65, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.286, TAw acc= 60.1% |
| Epoch  66, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.276, TAw acc= 59.9% |
| Epoch  67, time= 15.8s | Train: skip eval | Valid: time=  6.4s loss=20.294, TAw acc= 59.4% | lr=1.2e-03
| Epoch  68, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.275, TAw acc= 59.8% |
| Epoch  69, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.252, TAw acc= 60.0% | *
| Epoch  70, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.252, TAw acc= 60.2% | *
| Epoch  71, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.259, TAw acc= 60.4% |
| Epoch  72, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.280, TAw acc= 60.0% |
| Epoch  73, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.267, TAw acc= 59.8% |
| Epoch  74, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.243, TAw acc= 60.3% | *
| Epoch  75, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.246, TAw acc= 60.6% |
| Epoch  76, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.258, TAw acc= 60.6% |
| Epoch  77, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.249, TAw acc= 59.8% |
| Epoch  78, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.250, TAw acc= 59.8% |
| Epoch  79, time= 15.6s | Train: skip eval | Valid: time=  6.6s loss=20.250, TAw acc= 59.6% | lr=4.1e-04
