Training iCaRL with the following settings:
 - Dataset: FashionMNIST
 - Selection criterion: Median
 - Number of exemplars per target: 20
 - Number of epochs: 70
 - Starting learning rate: 2
 - Learning rate division: 5
 - Milestones for learning rate adjustment: [49, 63]
 - Size of the batches: 128
 - Weight decay: 1e-05
 - Momentum: 0.9
 - Number of tasks: 5
 - Targets order: [0, 8, 4, 1, 6, 9, 3, 5, 2, 7]
 - Random seed: 42


Task 1:
Current train data length: 12000
Current test data length: 2000
Epoch 1: training loss - 6.33709 | validation loss - 0.32484 | accuracy - 0.9655
Epoch 50: training loss - 3.1586 | validation loss - 23.59471 | accuracy - 0.48875
Epoch 51: training loss - 3.17896 | validation loss - 23.70346 | accuracy - 0.488
Epoch 52: training loss - 3.06802 | validation loss - 23.93143 | accuracy - 0.488
Epoch 53: training loss - 3.05558 | validation loss - 23.5593 | accuracy - 0.48875
Epoch 54: training loss - 3.1822 | validation loss - 24.74138 | accuracy - 0.4875
Epoch 55: training loss - 3.04262 | validation loss - 24.23245 | accuracy - 0.48775
Epoch 56: training loss - 3.02603 | validation loss - 24.35662 | accuracy - 0.4885
Epoch 57: training loss - 3.03254 | validation loss - 24.20755 | accuracy - 0.48875
Epoch 58: training loss - 2.99931 | validation loss - 24.67557 | accuracy - 0.48825
Epoch 59: training loss - 3.03759 | validation loss - 23.62914 | accuracy - 0.48875
Epoch 60: training loss - 3.01378 | validation loss - 24.54696 | accuracy - 0.48775
Epoch 61: training loss - 3.02779 | validation loss - 24.72501 | accuracy - 0.4865
Epoch 62: training loss - 2.99538 | validation loss - 24.89723 | accuracy - 0.48775
Epoch 63: training loss - 2.99014 | validation loss - 24.77345 | accuracy - 0.48625
Epoch 64: training loss - 3.00699 | validation loss - 24.61116 | accuracy - 0.48825
Epoch 65: training loss - 2.95185 | validation loss - 24.2386 | accuracy - 0.48775
Epoch 66: training loss - 2.96277 | validation loss - 24.30026 | accuracy - 0.488
Epoch 67: training loss - 2.99842 | validation loss - 24.64099 | accuracy - 0.48775
Epoch 68: training loss - 2.9636 | validation loss - 24.06074 | accuracy - 0.48775
Epoch 69: training loss - 2.96672 | validation loss - 24.23121 | accuracy - 0.48825
Epoch 70: training loss - 2.96498 | validation loss - 24.42893 | accuracy - 0.4885
Median-of-exemplars classifier's accuracy: 0.39675

Task 3:
Current train data length: 12080
Current test data length: 6000
Epoch 1: training loss - 3.14951 | validation loss - 43.0515 | accuracy - 0.32567
Epoch 2: training loss - 2.73363 | validation loss - 44.41265 | accuracy - 0.326
Epoch 3: training loss - 2.61776 | validation loss - 48.70348 | accuracy - 0.3255
Epoch 4: training loss - 2.58358 | validation loss - 45.84577 | accuracy - 0.32617
Epoch 5: training loss - 2.57552 | validation loss - 46.68411 | accuracy - 0.32433
Epoch 6: training loss - 2.62879 | validation loss - 48.85335 | accuracy - 0.32617
Epoch 7: training loss - 2.52742 | validation loss - 47.80484 | accuracy - 0.32417
Epoch 8: training loss - 2.55766 | validation loss - 52.58515 | accuracy - 0.3165
Epoch 9: training loss - 2.59001 | validation loss - 45.4411 | accuracy - 0.326
Epoch 10: training loss - 2.53239 | validation loss - 44.99255 | accuracy - 0.32483
Epoch 11: training loss - 2.51842 | validation loss - 46.63565 | accuracy - 0.32483
Epoch 12: training loss - 2.57036 | validation loss - 48.16263 | accuracy - 0.32367
Epoch 13: training loss - 2.56737 | validation loss - 43.0275 | accuracy - 0.325
Epoch 14: training loss - 2.54241 | validation loss - 47.40339 | accuracy - 0.326
Epoch 15: training loss - 2.49284 | validation loss - 46.79192 | accuracy - 0.3255
Epoch 16: training loss - 2.53965 | validation loss - 47.60847 | accuracy - 0.3245
Epoch 17: training loss - 2.50878 | validation loss - 47.19086 | accuracy - 0.32217
Epoch 18: training loss - 2.51244 | validation loss - 45.21691 | accuracy - 0.32533
Epoch 19: training loss - 2.54693 | validation loss - 48.02732 | accuracy - 0.32083
Epoch 20: training loss - 2.5189 | validation loss - 48.96959 | accuracy - 0.3225
Epoch 21: training loss - 2.52376 | validation loss - 48.96352 | accuracy - 0.32617
Epoch 22: training loss - 2.57786 | validation loss - 46.24991 | accuracy - 0.3255
Epoch 23: training loss - 2.48399 | validation loss - 49.98558 | accuracy - 0.32167
Epoch 24: training loss - 2.51587 | validation loss - 48.34204 | accuracy - 0.32417
Epoch 25: training loss - 2.49298 | validation loss - 46.61413 | accuracy - 0.326
Epoch 26: training loss - 2.47847 | validation loss - 50.56673 | accuracy - 0.32383
Epoch 27: training loss - 2.51156 | validation loss - 48.82442 | accuracy - 0.322
Epoch 28: training loss - 2.52539 | validation loss - 48.02532 | accuracy - 0.3225
Epoch 29: training loss - 2.54357 | validation loss - 46.1882 | accuracy - 0.32467
Epoch 30: training loss - 2.50589 | validation loss - 43.16396 | accuracy - 0.32633
Epoch 31: training loss - 2.50346 | validation loss - 48.58812 | accuracy - 0.3255
Epoch 32: training loss - 2.53579 | validation loss - 45.3562 | accuracy - 0.3275
Epoch 33: training loss - 2.51786 | validation loss - 45.44313 | accuracy - 0.32283
Epoch 34: training loss - 2.53255 | validation loss - 48.65759 | accuracy - 0.32367
Epoch 35: training loss - 2.5218 | validation loss - 48.89715 | accuracy - 0.32367
Epoch 36: training loss - 2.52202 | validation loss - 46.59401 | accuracy - 0.32383
Epoch 37: training loss - 2.48312 | validation loss - 51.54417 | accuracy - 0.32217
Epoch 38: training loss - 2.51648 | validation loss - 49.32133 | accuracy - 0.32267
Epoch 39: training loss - 2.49003 | validation loss - 46.85348 | accuracy - 0.32317
Epoch 40: training loss - 2.50426 | validation loss - 46.03957 | accuracy - 0.325
Epoch 41: training loss - 2.5195 | validation loss - 51.25809 | accuracy - 0.32117
Epoch 42: training loss - 2.49361 | validation loss - 48.42744 | accuracy - 0.32017
Epoch 43: training loss - 2.46927 | validation loss - 46.99363 | accuracy - 0.326
Epoch 44: training loss - 2.4915 | validation loss - 47.07835 | accuracy - 0.32583
Epoch 45: training loss - 2.52895 | validation loss - 47.54942 | accuracy - 0.3235
Epoch 46: training loss - 2.58625 | validation loss - 46.46809 | accuracy - 0.31983
Epoch 47: training loss - 2.57284 | validation loss - 46.22097 | accuracy - 0.32483
Epoch 48: training loss - 2.4976 | validation loss - 48.72658 | accuracy - 0.31167
Epoch 49: training loss - 2.51574 | validation loss - 48.50543 | accuracy - 0.3235
Epoch 50: training loss - 2.40066 | validation loss - 47.32779 | accuracy - 0.32567
Epoch 51: training loss - 2.39421 | validation loss - 47.98147 | accuracy - 0.3245
Epoch 52: training loss - 2.39213 | validation loss - 48.00843 | accuracy - 0.3255
Epoch 53: training loss - 2.37586 | validation loss - 47.65368 | accuracy - 0.32533
Epoch 54: training loss - 2.38935 | validation loss - 48.45912 | accuracy - 0.32483
Epoch 55: training loss - 2.3832 | validation loss - 48.07261 | accuracy - 0.32533
Epoch 56: training loss - 2.36469 | validation loss - 48.13524 | accuracy - 0.325
Epoch 57: training loss - 2.37284 | validation loss - 48.78713 | accuracy - 0.32567
Epoch 58: training loss - 2.38951 | validation loss - 48.53798 | accuracy - 0.32567
Epoch 59: training loss - 2.38204 | validation loss - 48.8495 | accuracy - 0.3245
Epoch 60: training loss - 2.38771 | validation loss - 47.36778 | accuracy - 0.32583
Epoch 61: training loss - 2.37196 | validation loss - 48.43166 | accuracy - 0.32483
Epoch 62: training loss - 2.3492 | validation loss - 48.73731 | accuracy - 0.32567
Epoch 63: training loss - 2.35828 | validation loss - 48.49331 | accuracy - 0.32533
Epoch 64: training loss - 2.35365 | validation loss - 48.26374 | accuracy - 0.3255
Epoch 65: training loss - 2.35095 | validation loss - 48.23475 | accuracy - 0.3255
Epoch 66: training loss - 2.35732 | validation loss - 48.79313 | accuracy - 0.32567
Epoch 67: training loss - 2.35989 | validation loss - 49.11427 | accuracy - 0.32517
Epoch 68: training loss - 2.35254 | validation loss - 48.65691 | accuracy - 0.32533
Epoch 69: training loss - 2.34885 | validation loss - 48.15098 | accuracy - 0.32567
Epoch 70: training loss - 2.34944 | validation loss - 48.53134 | accuracy - 0.32533
Median-of-exemplars classifier's accuracy: 0.34767

Task 4:
Current train data length: 12120
Current test data length: 8000
Epoch 1: training loss - 2.74716 | validation loss - 68.67225 | accuracy - 0.24187
Epoch 2: training loss - 2.65311 | validation loss - 68.38044 | accuracy - 0.24387
Epoch 3: training loss - 2.61143 | validation loss - 68.97272 | accuracy - 0.2435
Epoch 4: training loss - 2.60534 | validation loss - 71.25759 | accuracy - 0.242
Epoch 5: training loss - 2.56784 | validation loss - 69.32899 | accuracy - 0.24213
Epoch 6: training loss - 2.61856 | validation loss - 70.53179 | accuracy - 0.24225
Epoch 7: training loss - 2.58983 | validation loss - 64.63878 | accuracy - 0.24325
Epoch 8: training loss - 2.57169 | validation loss - 72.18409 | accuracy - 0.24275
Epoch 9: training loss - 2.59605 | validation loss - 68.91318 | accuracy - 0.24225
Epoch 10: training loss - 2.59094 | validation loss - 66.96114 | accuracy - 0.24287
Epoch 11: training loss - 2.58423 | validation loss - 68.49628 | accuracy - 0.24213
Epoch 12: training loss - 2.60182 | validation loss - 64.34409 | accuracy - 0.24275
Epoch 13: training loss - 2.59943 | validation loss - 69.24574 | accuracy - 0.236
Epoch 14: training loss - 2.57495 | validation loss - 69.10213 | accuracy - 0.24175
Epoch 15: training loss - 2.57618 | validation loss - 66.50954 | accuracy - 0.243
Epoch 16: training loss - 2.56137 | validation loss - 68.02439 | accuracy - 0.24287
Epoch 17: training loss - 2.55869 | validation loss - 67.6249 | accuracy - 0.24438
Epoch 18: training loss - 2.55785 | validation loss - 73.39244 | accuracy - 0.23738
Epoch 19: training loss - 2.58073 | validation loss - 70.04749 | accuracy - 0.24363
Epoch 20: training loss - 2.58447 | validation loss - 69.38871 | accuracy - 0.24238
Epoch 21: training loss - 2.56194 | validation loss - 69.56432 | accuracy - 0.23937
Epoch 22: training loss - 2.58774 | validation loss - 72.28566 | accuracy - 0.24062
Epoch 23: training loss - 2.58175 | validation loss - 67.16835 | accuracy - 0.24262
Epoch 24: training loss - 2.57734 | validation loss - 66.30017 | accuracy - 0.24137
Epoch 25: training loss - 2.57378 | validation loss - 65.60829 | accuracy - 0.242
Epoch 26: training loss - 2.57766 | validation loss - 71.1491 | accuracy - 0.2415
Epoch 27: training loss - 2.56395 | validation loss - 71.97608 | accuracy - 0.2415
Epoch 28: training loss - 2.57449 | validation loss - 68.72677 | accuracy - 0.24363
Epoch 29: training loss - 2.57079 | validation loss - 67.01663 | accuracy - 0.2435
Epoch 30: training loss - 2.56624 | validation loss - 70.05616 | accuracy - 0.24113
Epoch 31: training loss - 2.5689 | validation loss - 75.70113 | accuracy - 0.24013
Epoch 32: training loss - 2.5719 | validation loss - 66.14078 | accuracy - 0.244
Epoch 33: training loss - 2.56887 | validation loss - 67.58876 | accuracy - 0.23975
Epoch 34: training loss - 2.56105 | validation loss - 69.32896 | accuracy - 0.243
Epoch 35: training loss - 2.55821 | validation loss - 68.46655 | accuracy - 0.24313
Epoch 36: training loss - 2.56527 | validation loss - 70.50291 | accuracy - 0.24225
Epoch 37: training loss - 2.5907 | validation loss - 74.79815 | accuracy - 0.24088
Epoch 38: training loss - 2.56795 | validation loss - 67.95157 | accuracy - 0.242
Epoch 39: training loss - 2.56252 | validation loss - 72.06093 | accuracy - 0.23812
Epoch 40: training loss - 2.57427 | validation loss - 70.99313 | accuracy - 0.2405
Epoch 41: training loss - 2.58215 | validation loss - 72.37211 | accuracy - 0.24162
Epoch 42: training loss - 2.56438 | validation loss - 68.01121 | accuracy - 0.24325
Epoch 43: training loss - 2.58586 | validation loss - 75.34324 | accuracy - 0.23738
Epoch 44: training loss - 2.61929 | validation loss - 67.45097 | accuracy - 0.24213
Epoch 45: training loss - 2.65147 | validation loss - 63.45465 | accuracy - 0.244
Epoch 46: training loss - 2.67469 | validation loss - 65.72166 | accuracy - 0.24375
Epoch 47: training loss - 2.59293 | validation loss - 68.65993 | accuracy - 0.24175
Epoch 48: training loss - 2.5779 | validation loss - 67.58156 | accuracy - 0.24275
Epoch 49: training loss - 2.5794 | validation loss - 67.875 | accuracy - 0.243
Epoch 50: training loss - 2.54888 | validation loss - 69.6324 | accuracy - 0.242
Epoch 51: training loss - 2.52705 | validation loss - 69.6353 | accuracy - 0.243
Epoch 52: training loss - 2.52872 | validation loss - 69.69151 | accuracy - 0.24262
Epoch 53: training loss - 2.52607 | validation loss - 70.13142 | accuracy - 0.24262
Epoch 54: training loss - 2.52101 | validation loss - 70.04896 | accuracy - 0.24238
Epoch 55: training loss - 2.52902 | validation loss - 71.69567 | accuracy - 0.24162
Epoch 56: training loss - 2.52211 | validation loss - 70.30589 | accuracy - 0.24137
Epoch 57: training loss - 2.52383 | validation loss - 71.29988 | accuracy - 0.2425
Epoch 58: training loss - 2.51806 | validation loss - 70.13545 | accuracy - 0.2425
Epoch 59: training loss - 2.5174 | validation loss - 70.68575 | accuracy - 0.24187
Epoch 60: training loss - 2.5205 | validation loss - 71.00332 | accuracy - 0.24238
Epoch 61: training loss - 2.51835 | validation loss - 70.05533 | accuracy - 0.24225
Epoch 62: training loss - 2.51838 | validation loss - 70.68273 | accuracy - 0.2425
Epoch 63: training loss - 2.51532 | validation loss - 70.34195 | accuracy - 0.24238
Epoch 64: training loss - 2.51208 | validation loss - 70.83639 | accuracy - 0.242
Epoch 65: training loss - 2.51227 | validation loss - 70.91798 | accuracy - 0.242
Epoch 66: training loss - 2.51513 | validation loss - 70.80964 | accuracy - 0.24187
Epoch 67: training loss - 2.51148 | validation loss - 70.80346 | accuracy - 0.24213
Epoch 68: training loss - 2.51513 | validation loss - 71.04155 | accuracy - 0.24238
Epoch 69: training loss - 2.51067 | validation loss - 70.84574 | accuracy - 0.242
Epoch 70: training loss - 2.51123 | validation loss - 70.75 | accuracy - 0.24187
Median-of-exemplars classifier's accuracy: 0.27675

Task 5:
Current train data length: 12160
Current test data length: 10000
Epoch 1: training loss - 2.75653 | validation loss - 87.64015 | accuracy - 0.1925
Epoch 2: training loss - 2.72802 | validation loss - 90.99563 | accuracy - 0.1939
Epoch 3: training loss - 2.71358 | validation loss - 94.40675 | accuracy - 0.1937
Epoch 4: training loss - 2.71146 | validation loss - 88.98398 | accuracy - 0.1906
Epoch 5: training loss - 2.72249 | validation loss - 94.96039 | accuracy - 0.1917
Epoch 6: training loss - 2.71436 | validation loss - 97.81122 | accuracy - 0.1871
Epoch 7: training loss - 2.72305 | validation loss - 89.31281 | accuracy - 0.194
Epoch 8: training loss - 2.712 | validation loss - 92.32988 | accuracy - 0.1906
Epoch 9: training loss - 2.76849 | validation loss - 87.19328 | accuracy - 0.1926
Epoch 10: training loss - 2.73009 | validation loss - 87.75269 | accuracy - 0.191
Epoch 11: training loss - 2.72421 | validation loss - 88.28634 | accuracy - 0.1936
Epoch 12: training loss - 2.69771 | validation loss - 91.35037 | accuracy - 0.1906
Epoch 13: training loss - 2.71923 | validation loss - 96.22377 | accuracy - 0.1889
Epoch 14: training loss - 2.71086 | validation loss - 88.31691 | accuracy - 0.1944
Epoch 15: training loss - 2.69649 | validation loss - 89.2604 | accuracy - 0.1901
Epoch 16: training loss - 2.73289 | validation loss - 84.89322 | accuracy - 0.1933
Epoch 17: training loss - 2.69506 | validation loss - 86.76654 | accuracy - 0.1947
Epoch 18: training loss - 2.68318 | validation loss - 89.68221 | accuracy - 0.1924
Epoch 19: training loss - 2.68443 | validation loss - 89.34821 | accuracy - 0.1919
Epoch 20: training loss - 2.71693 | validation loss - 95.10187 | accuracy - 0.189
Epoch 21: training loss - 2.70762 | validation loss - 90.74125 | accuracy - 0.191
Epoch 22: training loss - 2.69413 | validation loss - 93.78916 | accuracy - 0.1891
Epoch 23: training loss - 2.6895 | validation loss - 94.80969 | accuracy - 0.1904
Epoch 24: training loss - 2.70166 | validation loss - 93.61049 | accuracy - 0.1907
Epoch 25: training loss - 2.6896 | validation loss - 92.17702 | accuracy - 0.1909
Epoch 26: training loss - 2.68804 | validation loss - 88.94062 | accuracy - 0.1917
Epoch 27: training loss - 2.68142 | validation loss - 92.45095 | accuracy - 0.1873
Epoch 28: training loss - 2.69421 | validation loss - 89.0126 | accuracy - 0.1931
Epoch 29: training loss - 2.68032 | validation loss - 90.95165 | accuracy - 0.1907
Epoch 30: training loss - 2.6929 | validation loss - 91.43168 | accuracy - 0.1902
Epoch 31: training loss - 2.6662 | validation loss - 87.97227 | accuracy - 0.1942
Epoch 32: training loss - 2.68548 | validation loss - 87.08051 | accuracy - 0.1923
Epoch 33: training loss - 2.69889 | validation loss - 88.27155 | accuracy - 0.1935
Epoch 34: training loss - 2.7086 | validation loss - 89.03061 | accuracy - 0.1907
Epoch 35: training loss - 2.72343 | validation loss - 93.55332 | accuracy - 0.1896
Epoch 36: training loss - 2.7019 | validation loss - 89.65618 | accuracy - 0.1935
Epoch 37: training loss - 2.70659 | validation loss - 91.50777 | accuracy - 0.1929
Epoch 38: training loss - 2.70762 | validation loss - 86.27715 | accuracy - 0.1863
Epoch 39: training loss - 2.70416 | validation loss - 89.391 | accuracy - 0.1914
Epoch 40: training loss - 2.68735 | validation loss - 90.66162 | accuracy - 0.1921
Epoch 41: training loss - 2.68081 | validation loss - 90.58786 | accuracy - 0.1905
Epoch 42: training loss - 2.69024 | validation loss - 88.61627 | accuracy - 0.1938
Epoch 43: training loss - 2.71495 | validation loss - 87.4345 | accuracy - 0.1895
Epoch 44: training loss - 2.67772 | validation loss - 88.92354 | accuracy - 0.1924
Epoch 45: training loss - 2.71176 | validation loss - 86.74297 | accuracy - 0.193
