Training iCaRL with the following settings:
 - Dataset: FashionMNIST
 - Selection criterion: Original
 - Number of exemplars per target: 20
 - Number of epochs: 70
 - Starting learning rate: 2
 - Learning rate division: 5
 - Milestones for learning rate adjustment: [49, 63]
 - Size of the batches: 128
 - Weight decay: 1e-05
 - Momentum: 0.9
 - Number of tasks: 5
 - Targets order: [0, 8, 4, 1, 6, 9, 3, 5, 2, 7]
 - Random seed: 42


Task 1:
Current train data length: 12000
Current test data length: 2000
Epoch 1: training loss - 6.33709 | validation loss - 0.32484 | accuracy - 0.9655
Epoch 50: training loss - 3.16334 | validation loss - 23.07816 | accuracy - 0.4895
Epoch 51: training loss - 3.15068 | validation loss - 23.36495 | accuracy - 0.48925
Epoch 52: training loss - 3.07549 | validation loss - 24.30003 | accuracy - 0.489
Epoch 53: training loss - 3.07484 | validation loss - 23.87602 | accuracy - 0.48875
Epoch 54: training loss - 3.16768 | validation loss - 24.60682 | accuracy - 0.48875
Epoch 55: training loss - 3.05533 | validation loss - 24.05618 | accuracy - 0.488
Epoch 56: training loss - 3.04457 | validation loss - 24.47536 | accuracy - 0.48875
Epoch 57: training loss - 3.04751 | validation loss - 24.17804 | accuracy - 0.488
Epoch 58: training loss - 3.02912 | validation loss - 24.60454 | accuracy - 0.4875
Epoch 59: training loss - 3.05585 | validation loss - 23.76798 | accuracy - 0.4885
Epoch 60: training loss - 3.03393 | validation loss - 24.63998 | accuracy - 0.487
Epoch 61: training loss - 3.04684 | validation loss - 25.22057 | accuracy - 0.48525
Epoch 62: training loss - 3.02768 | validation loss - 24.60153 | accuracy - 0.48825
Epoch 63: training loss - 3.01317 | validation loss - 24.86951 | accuracy - 0.48725
Epoch 64: training loss - 3.02563 | validation loss - 24.70378 | accuracy - 0.48925
Epoch 65: training loss - 2.96843 | validation loss - 24.29928 | accuracy - 0.48875
Epoch 66: training loss - 2.97794 | validation loss - 24.30232 | accuracy - 0.48875
Epoch 67: training loss - 3.02223 | validation loss - 24.67178 | accuracy - 0.48925
Epoch 68: training loss - 2.98308 | validation loss - 24.06256 | accuracy - 0.4885
Epoch 69: training loss - 2.97988 | validation loss - 24.22868 | accuracy - 0.4895
Epoch 70: training loss - 2.98064 | validation loss - 24.35038 | accuracy - 0.489
Mean-of-exemplars classifier's accuracy: 0.383

Task 3:
Current train data length: 12080
Current test data length: 6000
Epoch 1: training loss - 2.72108 | validation loss - 45.03667 | accuracy - 0.32717
Epoch 2: training loss - 2.41641 | validation loss - 43.26533 | accuracy - 0.32667
Epoch 3: training loss - 2.27211 | validation loss - 46.8628 | accuracy - 0.32583
Epoch 4: training loss - 2.24172 | validation loss - 46.55204 | accuracy - 0.327
Epoch 5: training loss - 2.26221 | validation loss - 48.19281 | accuracy - 0.3245
Epoch 6: training loss - 2.27545 | validation loss - 48.14769 | accuracy - 0.32667
Epoch 7: training loss - 2.21262 | validation loss - 46.04215 | accuracy - 0.325
Epoch 8: training loss - 2.22476 | validation loss - 47.24037 | accuracy - 0.32183
Epoch 9: training loss - 2.24203 | validation loss - 44.90531 | accuracy - 0.32617
Epoch 10: training loss - 2.1645 | validation loss - 46.88131 | accuracy - 0.32433
Epoch 11: training loss - 2.18506 | validation loss - 46.13415 | accuracy - 0.327
Epoch 12: training loss - 2.19306 | validation loss - 48.22878 | accuracy - 0.32333
Epoch 13: training loss - 2.25208 | validation loss - 49.11044 | accuracy - 0.32317
Epoch 14: training loss - 2.23527 | validation loss - 47.41558 | accuracy - 0.32433
Epoch 15: training loss - 2.2018 | validation loss - 47.62995 | accuracy - 0.32467
Epoch 16: training loss - 2.24313 | validation loss - 45.21263 | accuracy - 0.32467
Epoch 17: training loss - 2.19501 | validation loss - 48.55458 | accuracy - 0.323
Epoch 18: training loss - 2.18899 | validation loss - 45.1119 | accuracy - 0.32717
Epoch 19: training loss - 2.23241 | validation loss - 50.01715 | accuracy - 0.32133
Epoch 20: training loss - 2.20125 | validation loss - 48.75954 | accuracy - 0.32317
Epoch 21: training loss - 2.19518 | validation loss - 46.76892 | accuracy - 0.32383
Epoch 22: training loss - 2.3137 | validation loss - 45.093 | accuracy - 0.32533
Epoch 23: training loss - 2.16932 | validation loss - 47.83631 | accuracy - 0.32367
Epoch 24: training loss - 2.20238 | validation loss - 47.90579 | accuracy - 0.324
Epoch 25: training loss - 2.18998 | validation loss - 50.10538 | accuracy - 0.32483
Epoch 26: training loss - 2.16456 | validation loss - 45.90499 | accuracy - 0.32533
Epoch 27: training loss - 2.18763 | validation loss - 47.75266 | accuracy - 0.3245
Epoch 28: training loss - 2.19887 | validation loss - 47.14499 | accuracy - 0.324
Epoch 29: training loss - 2.2547 | validation loss - 49.2669 | accuracy - 0.32433
Epoch 30: training loss - 2.18476 | validation loss - 46.07505 | accuracy - 0.3255
Epoch 31: training loss - 2.20048 | validation loss - 48.13514 | accuracy - 0.32533
Epoch 32: training loss - 2.21661 | validation loss - 44.95799 | accuracy - 0.32567
Epoch 33: training loss - 2.19377 | validation loss - 45.89097 | accuracy - 0.325
Epoch 34: training loss - 2.19603 | validation loss - 48.84688 | accuracy - 0.32333
Epoch 35: training loss - 2.20521 | validation loss - 48.23814 | accuracy - 0.32383
Epoch 36: training loss - 2.18268 | validation loss - 43.34624 | accuracy - 0.32633
Epoch 37: training loss - 2.16007 | validation loss - 46.58411 | accuracy - 0.32483
Epoch 38: training loss - 2.16043 | validation loss - 44.82323 | accuracy - 0.3235
Epoch 39: training loss - 2.16479 | validation loss - 46.16208 | accuracy - 0.32567
Epoch 40: training loss - 2.21627 | validation loss - 43.09837 | accuracy - 0.32567
Epoch 41: training loss - 2.19926 | validation loss - 47.50635 | accuracy - 0.32367
Epoch 42: training loss - 2.18407 | validation loss - 47.34611 | accuracy - 0.31383
Epoch 43: training loss - 2.15045 | validation loss - 45.97468 | accuracy - 0.325
Epoch 44: training loss - 2.15832 | validation loss - 42.69136 | accuracy - 0.325
Epoch 45: training loss - 2.19744 | validation loss - 46.6166 | accuracy - 0.32383
Epoch 46: training loss - 2.25206 | validation loss - 49.969 | accuracy - 0.3235
Epoch 47: training loss - 2.2678 | validation loss - 45.23443 | accuracy - 0.32383
Epoch 48: training loss - 2.18634 | validation loss - 47.69038 | accuracy - 0.31783
Epoch 49: training loss - 2.19522 | validation loss - 46.83383 | accuracy - 0.32333
Epoch 50: training loss - 2.10539 | validation loss - 47.247 | accuracy - 0.325
Epoch 51: training loss - 2.09529 | validation loss - 47.4727 | accuracy - 0.32467
Epoch 52: training loss - 2.09727 | validation loss - 48.41059 | accuracy - 0.32517
Epoch 53: training loss - 2.08688 | validation loss - 48.34613 | accuracy - 0.3245
Epoch 54: training loss - 2.08313 | validation loss - 48.00067 | accuracy - 0.32483
Epoch 55: training loss - 2.09066 | validation loss - 47.80896 | accuracy - 0.32567
Epoch 56: training loss - 2.07291 | validation loss - 48.57577 | accuracy - 0.32433
Epoch 57: training loss - 2.07795 | validation loss - 48.5584 | accuracy - 0.32467
Epoch 58: training loss - 2.0888 | validation loss - 48.70766 | accuracy - 0.32483
Epoch 59: training loss - 2.08095 | validation loss - 48.7213 | accuracy - 0.32467
Epoch 60: training loss - 2.08331 | validation loss - 48.23275 | accuracy - 0.325
Epoch 61: training loss - 2.07145 | validation loss - 48.40294 | accuracy - 0.32483
Epoch 62: training loss - 2.05899 | validation loss - 48.89964 | accuracy - 0.3245
Epoch 63: training loss - 2.0614 | validation loss - 48.92283 | accuracy - 0.325
Epoch 64: training loss - 2.06061 | validation loss - 48.44783 | accuracy - 0.32517
Epoch 65: training loss - 2.06163 | validation loss - 48.47069 | accuracy - 0.325
Epoch 66: training loss - 2.06121 | validation loss - 48.89606 | accuracy - 0.32517
Epoch 67: training loss - 2.06975 | validation loss - 49.26055 | accuracy - 0.32467
Epoch 68: training loss - 2.06431 | validation loss - 48.88534 | accuracy - 0.32517
Epoch 69: training loss - 2.05969 | validation loss - 48.57481 | accuracy - 0.32517
Epoch 70: training loss - 2.05535 | validation loss - 48.69375 | accuracy - 0.32517
Mean-of-exemplars classifier's accuracy: 0.34333

Task 4:
Current train data length: 12120
Current test data length: 8000
Epoch 1: training loss - 2.5439 | validation loss - 65.54203 | accuracy - 0.236
Epoch 2: training loss - 2.36591 | validation loss - 64.39417 | accuracy - 0.24425
Epoch 3: training loss - 2.31228 | validation loss - 63.48239 | accuracy - 0.2445
Epoch 4: training loss - 2.27117 | validation loss - 70.72421 | accuracy - 0.24262
Epoch 5: training loss - 2.25002 | validation loss - 67.43282 | accuracy - 0.24338
Epoch 6: training loss - 2.25026 | validation loss - 65.76177 | accuracy - 0.2435
Epoch 7: training loss - 2.23136 | validation loss - 71.91917 | accuracy - 0.242
Epoch 8: training loss - 2.23123 | validation loss - 69.80284 | accuracy - 0.24375
Epoch 9: training loss - 2.26197 | validation loss - 66.3913 | accuracy - 0.24262
Epoch 10: training loss - 2.25697 | validation loss - 67.43367 | accuracy - 0.24512
Epoch 11: training loss - 2.23797 | validation loss - 70.14207 | accuracy - 0.24325
Epoch 12: training loss - 2.23489 | validation loss - 67.44782 | accuracy - 0.24412
Epoch 13: training loss - 2.23869 | validation loss - 70.6508 | accuracy - 0.2415
Epoch 14: training loss - 2.24709 | validation loss - 65.83153 | accuracy - 0.24313
Epoch 15: training loss - 2.2401 | validation loss - 67.14749 | accuracy - 0.24375
Epoch 16: training loss - 2.21689 | validation loss - 68.91248 | accuracy - 0.24213
Epoch 17: training loss - 2.22243 | validation loss - 66.53355 | accuracy - 0.24412
Epoch 18: training loss - 2.21924 | validation loss - 70.66033 | accuracy - 0.241
Epoch 19: training loss - 2.24998 | validation loss - 72.47301 | accuracy - 0.243
Epoch 20: training loss - 2.23561 | validation loss - 66.94355 | accuracy - 0.24363
Epoch 21: training loss - 2.22079 | validation loss - 70.97467 | accuracy - 0.24338
Epoch 22: training loss - 2.24019 | validation loss - 68.61365 | accuracy - 0.24238
Epoch 23: training loss - 2.22643 | validation loss - 67.00971 | accuracy - 0.24438
Epoch 24: training loss - 2.23422 | validation loss - 68.26799 | accuracy - 0.24387
Epoch 25: training loss - 2.23503 | validation loss - 69.02367 | accuracy - 0.24287
Epoch 26: training loss - 2.23405 | validation loss - 68.02556 | accuracy - 0.24262
Epoch 27: training loss - 2.22129 | validation loss - 69.83608 | accuracy - 0.24287
Epoch 28: training loss - 2.21538 | validation loss - 69.60366 | accuracy - 0.24338
Epoch 29: training loss - 2.2121 | validation loss - 67.25848 | accuracy - 0.244
Epoch 30: training loss - 2.21104 | validation loss - 68.3279 | accuracy - 0.24325
Epoch 31: training loss - 2.21946 | validation loss - 72.70316 | accuracy - 0.24125
Epoch 32: training loss - 2.2254 | validation loss - 70.66177 | accuracy - 0.243
Epoch 33: training loss - 2.22914 | validation loss - 67.96264 | accuracy - 0.24187
Epoch 34: training loss - 2.22229 | validation loss - 68.10005 | accuracy - 0.2445
Epoch 35: training loss - 2.22043 | validation loss - 69.46885 | accuracy - 0.24363
Epoch 36: training loss - 2.23022 | validation loss - 69.21749 | accuracy - 0.24363
Epoch 37: training loss - 2.25225 | validation loss - 70.36499 | accuracy - 0.24225
Epoch 38: training loss - 2.23066 | validation loss - 68.05274 | accuracy - 0.24313
Epoch 39: training loss - 2.22385 | validation loss - 71.35602 | accuracy - 0.24
Epoch 40: training loss - 2.23145 | validation loss - 70.23512 | accuracy - 0.24262
Epoch 41: training loss - 2.21669 | validation loss - 70.92374 | accuracy - 0.24287
Epoch 42: training loss - 2.21988 | validation loss - 67.98787 | accuracy - 0.24412
Epoch 43: training loss - 2.22854 | validation loss - 71.75806 | accuracy - 0.24175
Epoch 44: training loss - 2.24731 | validation loss - 68.80167 | accuracy - 0.244
Epoch 45: training loss - 2.28894 | validation loss - 62.09761 | accuracy - 0.24338
Epoch 46: training loss - 2.27391 | validation loss - 66.1896 | accuracy - 0.24463
Epoch 47: training loss - 2.24763 | validation loss - 67.62629 | accuracy - 0.24262
Epoch 48: training loss - 2.23206 | validation loss - 68.73454 | accuracy - 0.24213
Epoch 49: training loss - 2.23194 | validation loss - 70.73094 | accuracy - 0.23975
Epoch 50: training loss - 2.20576 | validation loss - 69.54161 | accuracy - 0.243
Epoch 51: training loss - 2.18781 | validation loss - 69.0377 | accuracy - 0.24412
Epoch 52: training loss - 2.18671 | validation loss - 69.84678 | accuracy - 0.24363
Epoch 53: training loss - 2.18409 | validation loss - 69.82172 | accuracy - 0.24387
Epoch 54: training loss - 2.18048 | validation loss - 69.74598 | accuracy - 0.24363
Epoch 55: training loss - 2.19003 | validation loss - 71.9049 | accuracy - 0.2425
Epoch 56: training loss - 2.18238 | validation loss - 70.52416 | accuracy - 0.24325
Epoch 57: training loss - 2.18088 | validation loss - 70.55159 | accuracy - 0.24325
Epoch 58: training loss - 2.17863 | validation loss - 70.521 | accuracy - 0.24363
Epoch 59: training loss - 2.17846 | validation loss - 70.72349 | accuracy - 0.24338
Epoch 60: training loss - 2.17953 | validation loss - 70.59997 | accuracy - 0.2435
Epoch 61: training loss - 2.17616 | validation loss - 70.48258 | accuracy - 0.24375
Epoch 62: training loss - 2.17905 | validation loss - 71.04158 | accuracy - 0.2435
Epoch 63: training loss - 2.17606 | validation loss - 70.64006 | accuracy - 0.24338
Epoch 64: training loss - 2.17244 | validation loss - 70.93257 | accuracy - 0.2435
Epoch 65: training loss - 2.17276 | validation loss - 70.89643 | accuracy - 0.24338
Epoch 66: training loss - 2.17565 | validation loss - 70.86975 | accuracy - 0.24338
Epoch 67: training loss - 2.17325 | validation loss - 70.8487 | accuracy - 0.2435
Epoch 68: training loss - 2.17442 | validation loss - 70.94605 | accuracy - 0.24338
Epoch 69: training loss - 2.17203 | validation loss - 71.13857 | accuracy - 0.24363
Epoch 70: training loss - 2.17264 | validation loss - 70.91519 | accuracy - 0.24325
Mean-of-exemplars classifier's accuracy: 0.27837

Task 5:
Current train data length: 12160
Current test data length: 10000
Epoch 1: training loss - 1.93127 | validation loss - 86.43996 | accuracy - 0.1953
Epoch 2: training loss - 1.88755 | validation loss - 89.9489 | accuracy - 0.1946
Epoch 3: training loss - 1.87044 | validation loss - 93.17748 | accuracy - 0.1941
Epoch 4: training loss - 1.86897 | validation loss - 94.51022 | accuracy - 0.1928
Epoch 5: training loss - 1.85737 | validation loss - 96.69912 | accuracy - 0.1936
Epoch 6: training loss - 1.84493 | validation loss - 92.61423 | accuracy - 0.1924
Epoch 7: training loss - 1.86771 | validation loss - 94.06002 | accuracy - 0.1943
Epoch 8: training loss - 1.86171 | validation loss - 90.38623 | accuracy - 0.1932
Epoch 9: training loss - 1.87089 | validation loss - 91.00269 | accuracy - 0.1945
Epoch 10: training loss - 1.86102 | validation loss - 90.95671 | accuracy - 0.1904
Epoch 11: training loss - 1.87434 | validation loss - 92.10088 | accuracy - 0.1946
Epoch 12: training loss - 1.85344 | validation loss - 90.15689 | accuracy - 0.1937
Epoch 13: training loss - 1.84935 | validation loss - 95.40646 | accuracy - 0.1937
Epoch 14: training loss - 1.8464 | validation loss - 89.20396 | accuracy - 0.1948
Epoch 15: training loss - 1.85854 | validation loss - 90.82767 | accuracy - 0.1932
Epoch 16: training loss - 1.8825 | validation loss - 86.82633 | accuracy - 0.1923
Epoch 17: training loss - 1.85979 | validation loss - 89.51664 | accuracy - 0.1949
Epoch 18: training loss - 1.84305 | validation loss - 92.24368 | accuracy - 0.1944
Epoch 19: training loss - 1.83957 | validation loss - 95.77119 | accuracy - 0.1937
Epoch 20: training loss - 1.88777 | validation loss - 94.23989 | accuracy - 0.195
Epoch 21: training loss - 1.87002 | validation loss - 98.94044 | accuracy - 0.1942
Epoch 22: training loss - 1.87007 | validation loss - 90.7867 | accuracy - 0.196
Epoch 23: training loss - 1.85278 | validation loss - 94.26897 | accuracy - 0.1923
Epoch 24: training loss - 1.86476 | validation loss - 96.06414 | accuracy - 0.1935
Epoch 25: training loss - 1.85505 | validation loss - 90.38048 | accuracy - 0.1948
Epoch 26: training loss - 1.85907 | validation loss - 89.06063 | accuracy - 0.1947
Epoch 27: training loss - 1.84266 | validation loss - 95.06562 | accuracy - 0.1927
Epoch 28: training loss - 1.84838 | validation loss - 89.27341 | accuracy - 0.1948
Epoch 29: training loss - 1.84786 | validation loss - 93.43406 | accuracy - 0.1938
Epoch 30: training loss - 1.84881 | validation loss - 92.95962 | accuracy - 0.1932
Epoch 31: training loss - 1.84669 | validation loss - 87.86363 | accuracy - 0.1955
Epoch 32: training loss - 1.85576 | validation loss - 95.02106 | accuracy - 0.194
Epoch 33: training loss - 1.85757 | validation loss - 89.94985 | accuracy - 0.1964
Epoch 34: training loss - 1.85849 | validation loss - 93.61173 | accuracy - 0.1923
Epoch 35: training loss - 1.87179 | validation loss - 93.0478 | accuracy - 0.194
Epoch 36: training loss - 1.8509 | validation loss - 96.09595 | accuracy - 0.1948
Epoch 37: training loss - 1.85412 | validation loss - 90.87316 | accuracy - 0.1947
Epoch 38: training loss - 1.85632 | validation loss - 90.84635 | accuracy - 0.1897
Epoch 39: training loss - 1.86026 | validation loss - 90.21292 | accuracy - 0.1951
Epoch 40: training loss - 1.84155 | validation loss - 92.67333 | accuracy - 0.1925
Epoch 41: training loss - 1.83783 | validation loss - 93.94236 | accuracy - 0.1946
Epoch 42: training loss - 1.83847 | validation loss - 93.33105 | accuracy - 0.1955
Epoch 43: training loss - 1.85063 | validation loss - 93.3876 | accuracy - 0.1957
Epoch 44: training loss - 1.84891 | validation loss - 88.92096 | accuracy - 0.1945
Epoch 45: training loss - 1.86108 | validation loss - 92.73658 | accuracy - 0.1937
